Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Automotive to Export,189$\pm$85,501$\pm$220,2280$\pm$910,85.4$\pm$39,0$\pm$0,615$\pm$280,425$\pm$200,4100$\pm$990,690$\pm$230,0.0854$\pm$0.039,6,6,8,4,0,6,6,8,6,4
Agriculture to Waste collection and recycling,2630$\pm$860,253$\pm$77,1180$\pm$360,4.96$\pm$2.1,0$\pm$0,47.8$\pm$20,108$\pm$47,4220$\pm$940,2880$\pm$870,0.00496$\pm$0.0021,8,6,8,2,0,4,6,8,8,2
Agriculture to Dumping,2.7$\pm$1.3,0.251$\pm$0.11,1.19$\pm$0.54,0.0049$\pm$0.0031,0$\pm$0,0.0479$\pm$0.024,0.109$\pm$0.071,4.31$\pm$1.4,2.95$\pm$1.3,0.0000049$\pm$0.0000031,2,1,2,1,0,1,1,2,2,1
Agriculture to Organic waste collection,98.9$\pm$38,4.6$\pm$1.9,44.3$\pm$16,0.0379$\pm$0.019,0$\pm$0,0.733$\pm$0.33,4.16$\pm$2.1,153$\pm$42,104$\pm$38,0.0000379$\pm$0.000019,4,2,4,1,0,1,2,6,6,1
Agriculture to Soil (MP),50.7$\pm$26,1.08$\pm$0.93,8.22$\pm$6.7,0.00509$\pm$0.0031,0$\pm$0,0.356$\pm$0.17,1.37$\pm$1.1,61.7$\pm$26,51.8$\pm$26,0.00000509$\pm$0.0000031,4,2,2,1,0,1,2,4,4,1
Agriculture to Soil,6.09$\pm$3.2,2.55$\pm$1.5,1.46$\pm$0.62,0.106$\pm$0.072,0$\pm$0,0.969$\pm$0.59,0.0694$\pm$0.048,11.2$\pm$3.7,8.63$\pm$3.6,0.000106$\pm$0.000072,2,2,2,1,0,1,1,4,2,1
Hygiene products to Waste collection and recycling,0$\pm$0,97.4$\pm$66,135$\pm$88,0$\pm$0,0$\pm$0,0$\pm$0,208$\pm$120,440$\pm$180,97.4$\pm$66,0$\pm$0,0,4,6,0,0,0,6,6,4,0
Hygiene products to Storm water and wastewater,0$\pm$0,55.9$\pm$40,58.8$\pm$41,0$\pm$0,0$\pm$0,0$\pm$0,54.9$\pm$42,170$\pm$78,55.9$\pm$40,0$\pm$0,0,4,4,0,0,0,4,6,4,0
Hygiene products to Dumping,0$\pm$0,0.148$\pm$0.11,0.187$\pm$0.13,0$\pm$0,0$\pm$0,0$\pm$0,0.252$\pm$0.17,0.587$\pm$0.26,0.148$\pm$0.11,0$\pm$0,0,1,1,0,0,0,1,1,1,0
PCCP to Waste collection and recycling,0$\pm$0,0.0595$\pm$0.048,0.000142$\pm$0.00012,0$\pm$0,0$\pm$0,0$\pm$0,0.000302$\pm$0.00025,0.06$\pm$0.048,0.0595$\pm$0.048,0$\pm$0,0,1,1,0,0,0,1,1,1,0
PCCP to Storm water and wastewater (MP),0$\pm$0,1.12$\pm$0.72,0.00268$\pm$0.0017,0$\pm$0,0$\pm$0,0$\pm$0,0.00575$\pm$0.0037,1.13$\pm$0.72,1.12$\pm$0.72,0$\pm$0,0,2,1,0,0,0,1,2,2,0
Clothing to Waste collection and recycling,0$\pm$0,40.1$\pm$26,928$\pm$420,0$\pm$0,0$\pm$0,0$\pm$0,4840$\pm$1700,5810$\pm$1700,40.1$\pm$26,0$\pm$0,0,4,6,0,0,0,8,8,4,0
Clothing to Storm water and wastewater (MP),0$\pm$0,0.312$\pm$0.21,7.22$\pm$3.4,0$\pm$0,0$\pm$0,0$\pm$0,37.6$\pm$14,45.2$\pm$14,0.312$\pm$0.21,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Clothing to Dumping,0$\pm$0,0.0385$\pm$0.033,0.898$\pm$0.54,0$\pm$0,0$\pm$0,0$\pm$0,4.66$\pm$2.4,5.6$\pm$2.4,0.0385$\pm$0.033,0$\pm$0,0,1,1,0,0,0,2,2,1,0
Clothing to Indoor air (MP),0$\pm$0,0.116$\pm$0.13,2.68$\pm$2.5,0$\pm$0,0$\pm$0,0$\pm$0,13.9$\pm$12,16.7$\pm$14,0.116$\pm$0.13,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Clothing to Air (MP),0$\pm$0,0.0481$\pm$0.047,1.12$\pm$0.9,0$\pm$0,0$\pm$0,0$\pm$0,5.83$\pm$4.2,6.99$\pm$4.9,0.0481$\pm$0.047,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Household textiles to Waste collection and recycling,0$\pm$0,5.68$\pm$2.7,721$\pm$230,0$\pm$0,0$\pm$0,0$\pm$0,2200$\pm$680,2930$\pm$720,5.68$\pm$2.7,0$\pm$0,0,2,6,0,0,0,8,8,2,0
Household textiles to Storm water and wastewater (MP),0$\pm$0,0.00354$\pm$0.0017,0.449$\pm$0.15,0$\pm$0,0$\pm$0,0$\pm$0,1.37$\pm$0.44,1.82$\pm$0.48,0.00354$\pm$0.0017,0$\pm$0,0,1,1,0,0,0,2,2,1,0
Household textiles to Dumping,0$\pm$0,0.00547$\pm$0.0036,0.695$\pm$0.35,0$\pm$0,0$\pm$0,0$\pm$0,2$\pm$1,2.82$\pm$1.1,0.00547$\pm$0.0036,0$\pm$0,0,1,1,0,0,0,2,2,1,0
Household textiles to Indoor air (MP),0$\pm$0,0.0101$\pm$0.0099,1.27$\pm$1.1,0$\pm$0,0$\pm$0,0$\pm$0,3.9$\pm$3.4,5.19$\pm$4.4,0.0101$\pm$0.0099,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Household textiles to Air (MP),0$\pm$0,0.000501$\pm$0.00043,0.0635$\pm$0.047,0$\pm$0,0$\pm$0,0$\pm$0,0.195$\pm$0.14,0.259$\pm$0.18,0.000501$\pm$0.00043,0$\pm$0,0,1,1,0,0,0,1,1,1,0
Other products to Waste collection and recycling,4750$\pm$2000,4670$\pm$1900,14100$\pm$4500,5910$\pm$2000,380$\pm$160,6450$\pm$2400,1460$\pm$810,37700$\pm$6200,9420$\pm$2700,6.29$\pm$2,8,8,10,8,6,8,8,10,8,8
Other products to Storm water and wastewater (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,3.65$\pm$2.1,0$\pm$0,3.65$\pm$2.1,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Dumping,4.63$\pm$2.6,4.54$\pm$2.5,13$\pm$6.1,5.88$\pm$2.6,0.369$\pm$0.2,6.33$\pm$3,1.24$\pm$0.9,36$\pm$8.1,9.17$\pm$3.6,0.00625$\pm$0.0026,2,2,4,2,1,2,2,4,2,2
Other products to Organic waste collection,3.31$\pm$1.6,7.84$\pm$3.9,9.05$\pm$4.5,6.3$\pm$3.2,1.36$\pm$0.69,5.75$\pm$2.8,0.279$\pm$0.14,33.9$\pm$7.6,11.2$\pm$4.3,0.00766$\pm$0.0033,2,2,2,2,2,2,1,4,4,2
Other products to Soil (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,2.44$\pm$1.4,0$\pm$0,2.44$\pm$1.4,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Soil,0.179$\pm$0.11,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.179$\pm$0.11,0.179$\pm$0.11,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Other products to Indoor air (MP),0.448$\pm$0.28,1.06$\pm$0.65,1.22$\pm$0.75,0.854$\pm$0.53,0.184$\pm$0.12,1.99$\pm$1.1,0.0379$\pm$0.024,5.79$\pm$1.6,1.5$\pm$0.71,0.00104$\pm$0.00054,1,2,2,1,1,2,1,2,2,2
Other products to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,2.44$\pm$1.6,0$\pm$0,2.44$\pm$1.6,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Export,9.82$\pm$9.4,9.39$\pm$8.9,342$\pm$320,197$\pm$190,0$\pm$0,80.5$\pm$77,0.0361$\pm$0.035,639$\pm$380,19.2$\pm$13,0.197$\pm$0.19,2,2,6,6,0,4,1,6,4,6
Other products to Fresh water,0.0293$\pm$0.019,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0293$\pm$0.019,0.0293$\pm$0.019,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Fishing gear to Waste collection and recycling,233$\pm$42,233$\pm$42,105$\pm$19,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,570$\pm$62,465$\pm$59,0$\pm$0,6,6,6,0,0,0,0,6,6,0
Fishing gear to Fresh water (MP),0.0154$\pm$0.0057,0.0153$\pm$0.0056,0.00671$\pm$0.0025,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0374$\pm$0.0084,0.0307$\pm$0.008,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,11$\pm$6,10.9$\pm$5.9,1.88$\pm$0.46,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,23.8$\pm$8.4,21.9$\pm$8.4,0$\pm$0,4,4,2,0,0,0,0,4,4,0
Fishing gear to Coastal and ocean water (MP),1.7$\pm$0.47,1.69$\pm$0.47,0.745$\pm$0.2,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,4.13$\pm$0.69,3.39$\pm$0.66,0$\pm$0,2,2,1,0,0,0,0,2,2,0
Waste collection and recycling to Storm water and wastewater (MP),5.05$\pm$2.2,13$\pm$5.8,50.8$\pm$23,2$\pm$1,0.0153$\pm$0.0073,15.8$\pm$7.3,1.73$\pm$0.71,88.7$\pm$25,18$\pm$6.2,0.00227$\pm$0.001,2,4,4,2,1,4,2,4,4,2
Waste collection and recycling to Litter,55.9$\pm$31,154$\pm$120,82.7$\pm$53,0$\pm$0,168$\pm$130,311$\pm$240,19.5$\pm$15,790$\pm$300,210$\pm$120,0.168$\pm$0.13,4,6,4,0,6,6,4,6,6,6
Waste collection and recycling to Soil (MP),0.411$\pm$0.22,0.968$\pm$0.54,3.47$\pm$2.2,0.182$\pm$0.1,0.0381$\pm$0.036,1.1$\pm$0.68,3.56$\pm$2.1,9.73$\pm$3.1,1.38$\pm$0.58,0.00022$\pm$0.00011,1,1,2,1,1,2,2,2,2,1
Waste collection and recycling to Soil,1.95$\pm$0.93,2.21$\pm$1.1,3.57$\pm$1.7,0.991$\pm$0.51,0.195$\pm$0.099,0.791$\pm$0.41,2.87$\pm$1.3,12.6$\pm$2.7,4.16$\pm$1.5,0.00119$\pm$0.00052,2,2,2,1,1,1,2,4,2,2
Waste collection and recycling to Air (MP),0.308$\pm$0.21,0.779$\pm$0.52,3.21$\pm$2.2,0.142$\pm$0.094,0$\pm$0,1.01$\pm$0.67,0.000126$\pm$0.000083,5.45$\pm$2.3,1.09$\pm$0.56,0.000142$\pm$0.000094,1,1,2,1,0,2,1,2,2,1
Waste collection and recycling to Landfill,12600$\pm$4300,18000$\pm$5400,25600$\pm$7200,6800$\pm$2200,1190$\pm$420,5120$\pm$1800,19200$\pm$5600,88500$\pm$12000,30700$\pm$7000,7.99$\pm$2.2,10,10,10,8,8,8,10,10,10,8
Waste collection and recycling to Reuse,2080$\pm$780,3060$\pm$1100,5110$\pm$1500,664$\pm$330,477$\pm$320,1760$\pm$750,38700$\pm$16000,51900$\pm$16000,5140$\pm$1300,1.14$\pm$0.46,8,8,8,6,6,8,10,10,8,8
Waste collection and recycling to End-of-life,9620$\pm$3300,12400$\pm$4100,18100$\pm$5800,4350$\pm$1700,10400$\pm$4100,21700$\pm$7600,17700$\pm$7600,94300$\pm$14000,22100$\pm$5200,14.7$\pm$4.4,8,10,10,8,10,10,10,10,10,10
Storm water and wastewater to Waste collection and recycling,0.583$\pm$0.6,28.5$\pm$24,30.5$\pm$25,0.176$\pm$0.18,0.0454$\pm$0.05,0.0653$\pm$0.075,28.9$\pm$26,88.8$\pm$47,29.1$\pm$24,0.000222$\pm$0.00018,1,4,4,1,1,1,4,4,4,1
Storm water and wastewater to Compost,0.118$\pm$0.16,9.74$\pm$8.6,10.2$\pm$8.9,0.0356$\pm$0.047,0.00866$\pm$0.012,0.0127$\pm$0.018,9.82$\pm$9.1,29.9$\pm$16,9.86$\pm$8.6,0.0000442$\pm$0.000049,1,2,4,1,1,1,2,4,2,1
Storm water and wastewater to Fresh water,0.934$\pm$0.84,1.41$\pm$0.97,1.66$\pm$1.2,0.282$\pm$0.24,0.0709$\pm$0.068,0.103$\pm$0.1,2.82$\pm$2.6,7.29$\pm$3.1,2.35$\pm$1.3,0.000353$\pm$0.00025,1,2,2,1,1,1,2,2,2,1
Storm water and wastewater to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to Landfill,0.0129$\pm$0.018,1.07$\pm$0.95,1$\pm$1,0.00386$\pm$0.0052,0.000958$\pm$0.0014,0.00139$\pm$0.002,1$\pm$1,3.28$\pm$1.8,1.08$\pm$0.95,0.00000482$\pm$0.0000054,1,2,2,1,1,1,2,2,2,1
Storm water and wastewater to End-of-life,0.111$\pm$0.15,9.28$\pm$8.2,9.64$\pm$8.5,0.0336$\pm$0.045,0.00829$\pm$0.012,0.0121$\pm$0.017,9.3$\pm$8.6,28.4$\pm$15,9.39$\pm$8.2,0.0000419$\pm$0.000046,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Sludge amended soil,0.0957$\pm$0.13,7.94$\pm$7.2,8.26$\pm$7.3,0.0288$\pm$0.039,0.00702$\pm$0.0099,0.0103$\pm$0.015,7.94$\pm$7.3,24.3$\pm$13,8.04$\pm$7.2,0.0000358$\pm$0.00004,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater (MP) to Compost (MP),1.42$\pm$0.69,4.03$\pm$1.8,16.7$\pm$7.4,0.652$\pm$0.31,0.0092$\pm$0.005,5.49$\pm$2.4,17.3$\pm$5.8,45.6$\pm$9.9,5.45$\pm$1.9,0.000661$\pm$0.00031,2,2,4,1,1,2,4,4,2,1
Storm water and wastewater (MP) to Soil (MP),0.851$\pm$0.55,2.43$\pm$1.5,9.59$\pm$6.2,0.379$\pm$0.25,0.0103$\pm$0.0056,3.07$\pm$2,12.4$\pm$5.9,28.7$\pm$8.9,3.28$\pm$1.6,0.00039$\pm$0.00025,1,2,2,1,1,2,4,4,2,1
Storm water and wastewater (MP) to Fresh water (MP),0.205$\pm$0.19,0.599$\pm$0.53,2.17$\pm$2.1,0.0883$\pm$0.083,0.00399$\pm$0.0025,1.33$\pm$0.83,3.59$\pm$2.4,7.99$\pm$3.4,0.804$\pm$0.56,0.0000923$\pm$0.000084,1,1,2,1,1,2,2,2,1,1
Storm water and wastewater (MP) to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Landfill,0.156$\pm$0.081,0.444$\pm$0.21,1.84$\pm$0.87,0.0716$\pm$0.037,0.00102$\pm$0.00058,0.605$\pm$0.28,1.9$\pm$0.72,5.02$\pm$1.2,0.6$\pm$0.23,0.0000726$\pm$0.000037,1,1,2,1,1,1,2,2,1,1
Storm water and wastewater (MP) to End-of-life,1.35$\pm$0.66,3.83$\pm$1.7,15.8$\pm$7.1,0.62$\pm$0.3,0.00874$\pm$0.0048,5.23$\pm$2.3,16.5$\pm$5.7,43.3$\pm$9.6,5.18$\pm$1.9,0.000628$\pm$0.0003,2,2,4,1,1,2,4,4,2,1
Storm water and wastewater (MP) to Sludge amended soil (MP),1.15$\pm$0.57,3.26$\pm$1.5,13.5$\pm$6.1,0.528$\pm$0.26,0.00749$\pm$0.0041,4.46$\pm$2,14.1$\pm$4.9,37$\pm$8.3,4.42$\pm$1.6,0.000536$\pm$0.00026,2,2,4,1,1,2,4,4,2,1
On-the-go consumption to Waste collection and recycling,363$\pm$220,668$\pm$360,1320$\pm$740,203$\pm$110,0$\pm$0,160$\pm$86,3530$\pm$2100,6240$\pm$2300,1030$\pm$420,0.203$\pm$0.11,6,6,8,6,0,6,8,8,8,6
On-the-go consumption to Litter,65.4$\pm$47,120$\pm$78,237$\pm$160,36.5$\pm$25,0$\pm$0,28.7$\pm$19,637$\pm$460,1120$\pm$500,185$\pm$92,0.0365$\pm$0.025,4,6,6,4,0,4,6,8,6,4
Litter to Waste collection and recycling,237$\pm$130,349$\pm$160,383$\pm$180,67.3$\pm$37,139$\pm$100,264$\pm$190,661$\pm$440,2100$\pm$560,586$\pm$210,0.206$\pm$0.11,6,6,6,4,6,6,6,8,6,6
Litter to Storm water and wastewater,1.85$\pm$1.6,2.1$\pm$1.7,2.56$\pm$2.2,0.56$\pm$0.47,0.141$\pm$0.13,0.205$\pm$0.2,4.91$\pm$5,12.3$\pm$6,3.95$\pm$2.4,0.000702$\pm$0.00049,2,2,2,1,1,1,2,4,2,1
Litter to Soil,28.9$\pm$17,60.8$\pm$43,61.6$\pm$39,8.11$\pm$5.2,42.8$\pm$41,84.1$\pm$76,92.6$\pm$82,379$\pm$130,89.7$\pm$46,0.0509$\pm$0.041,4,4,4,2,4,4,4,6,4,4
Litter to Fresh water,0.178$\pm$0.15,0.203$\pm$0.16,0.255$\pm$0.2,0.0563$\pm$0.044,0.0134$\pm$0.012,0.0226$\pm$0.019,0.485$\pm$0.47,1.21$\pm$0.55,0.382$\pm$0.22,0.0000697$\pm$0.000046,1,1,1,1,1,1,1,2,1,1
Litter to Coastal and ocean water,0.0243$\pm$0.019,0.0291$\pm$0.021,0.0396$\pm$0.029,0.00831$\pm$0.006,0.00166$\pm$0.0015,0.00379$\pm$0.0029,0.082$\pm$0.078,0.189$\pm$0.088,0.0534$\pm$0.029,0.00000996$\pm$0.0000062,1,1,1,1,1,1,1,1,1,1
Dumping to Litter,19.1$\pm$7.2,21.5$\pm$8.5,36$\pm$12,10.9$\pm$3.8,1.6$\pm$0.7,7.89$\pm$3.1,27.5$\pm$10,125$\pm$20,40.6$\pm$11,0.0125$\pm$0.0039,4,4,4,4,2,2,4,6,4,4
Unintended C&D waste to Waste collection and recycling,31.5$\pm$24,1.07$\pm$0.82,0$\pm$0,0$\pm$0,168$\pm$130,90.5$\pm$63,0$\pm$0,291$\pm$150,32.6$\pm$24,0.168$\pm$0.13,4,2,0,0,6,4,0,6,4,6
Unintended C&D waste to Soil,0.406$\pm$0.39,0.0139$\pm$0.013,0$\pm$0,0$\pm$0,2.07$\pm$1.8,1$\pm$1,0$\pm$0,3.67$\pm$2.1,0.42$\pm$0.39,0.00207$\pm$0.0018,1,1,0,0,2,2,0,2,1,2
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0796$\pm$0.076,0$\pm$0,0$\pm$0,0.0796$\pm$0.076,0$\pm$0,0.0000796$\pm$0.000076,0,0,0,0,1,0,0,1,0,1
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0154$\pm$0.015,0$\pm$0,0$\pm$0,0.0154$\pm$0.015,0$\pm$0,0.0000154$\pm$0.000015,0,0,0,0,1,0,0,1,0,1
Indoor air to Waste collection and recycling,0.227$\pm$0.18,0.599$\pm$0.44,2.63$\pm$2,0.435$\pm$0.35,0.0937$\pm$0.075,3.25$\pm$2.1,9.12$\pm$8.1,16.4$\pm$9.4,0.826$\pm$0.48,0.000528$\pm$0.00035,1,1,2,1,1,2,2,4,1,1
Indoor air to Storm water and wastewater (MP),0.0405$\pm$0.035,0.107$\pm$0.087,0.465$\pm$0.38,0.0774$\pm$0.067,0.0166$\pm$0.014,0.579$\pm$0.42,1.62$\pm$1.6,2.9$\pm$1.8,0.147$\pm$0.094,0.000094$\pm$0.000069,1,1,1,1,1,1,2,2,1,1
Indoor air to Air (MP),0.181$\pm$0.17,0.477$\pm$0.42,2.08$\pm$1.9,0.342$\pm$0.33,0.0736$\pm$0.071,2.59$\pm$2.1,7.13$\pm$7.5,12.9$\pm$8.5,0.657$\pm$0.46,0.000416$\pm$0.00034,1,1,2,1,1,2,2,4,1,1
Air to Soil (MP),0.464$\pm$0.26,1.24$\pm$0.64,6.14$\pm$3,0.459$\pm$0.33,1.01$\pm$0.45,5.72$\pm$2.8,12.5$\pm$9.7,27.5$\pm$11,1.7$\pm$0.69,0.00147$\pm$0.00055,1,2,2,1,2,2,4,4,2,2
Air to Fresh water (MP),0.0205$\pm$0.018,0.0556$\pm$0.047,0.275$\pm$0.23,0.0204$\pm$0.023,0.0452$\pm$0.036,0.255$\pm$0.21,0.565$\pm$0.59,1.24$\pm$0.7,0.0761$\pm$0.051,0.0000656$\pm$0.000043,1,1,1,1,1,1,1,2,1,1
Air to Coastal and ocean water (MP),0.00429$\pm$0.0041,0.0113$\pm$0.01,0.0573$\pm$0.051,0.00425$\pm$0.0051,0.0093$\pm$0.0084,0.0529$\pm$0.048,0.114$\pm$0.13,0.254$\pm$0.15,0.0156$\pm$0.011,0.0000136$\pm$0.0000098,1,1,1,1,1,1,1,1,1,1
