Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
PCCP to Storm water and wastewater (MP),0$\pm$0,3.44$\pm$2.2,0.00817$\pm$0.0053,0$\pm$0,0$\pm$0,0$\pm$0,0.0176$\pm$0.011,3.46$\pm$2.2,3.44$\pm$2.2,0$\pm$0,0,2,1,0,0,0,1,2,2,0
Clothing to Waste collection and recycling,0$\pm$0,109$\pm$78,2800$\pm$1300,0$\pm$0,0$\pm$0,0$\pm$0,14900$\pm$5200,17800$\pm$5300,109$\pm$78,0$\pm$0,0,6,8,0,0,0,10,10,6,0
Clothing to Storm water and wastewater (MP),0$\pm$0,0.847$\pm$0.62,21.8$\pm$10,0$\pm$0,0$\pm$0,0$\pm$0,116$\pm$42,138$\pm$44,0.847$\pm$0.62,0$\pm$0,0,1,4,0,0,0,6,6,1,0
Clothing to Dumping,0$\pm$0,0.0915$\pm$0.082,2.36$\pm$1.4,0$\pm$0,0$\pm$0,0$\pm$0,12.5$\pm$6.4,15$\pm$6.6,0.0915$\pm$0.082,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Clothing to Indoor air (MP),0$\pm$0,0.311$\pm$0.36,8.06$\pm$7.7,0$\pm$0,0$\pm$0,0$\pm$0,42.6$\pm$37,51$\pm$43,0.311$\pm$0.36,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Clothing to Air (MP),0$\pm$0,0.13$\pm$0.13,3.37$\pm$2.7,0$\pm$0,0$\pm$0,0$\pm$0,17.9$\pm$13,21.4$\pm$15,0.13$\pm$0.13,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Waste collection and recycling,0$\pm$0,15.4$\pm$8.1,2210$\pm$730,0$\pm$0,0$\pm$0,0$\pm$0,6740$\pm$2100,8960$\pm$2200,15.4$\pm$8.1,0$\pm$0,0,4,8,0,0,0,8,8,4,0
Household textiles to Storm water and wastewater (MP),0$\pm$0,0.0096$\pm$0.0052,1.37$\pm$0.47,0$\pm$0,0$\pm$0,0$\pm$0,4.2$\pm$1.4,5.58$\pm$1.5,0.0096$\pm$0.0052,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Household textiles to Dumping,0$\pm$0,0.0129$\pm$0.0092,1.86$\pm$0.93,0$\pm$0,0$\pm$0,0$\pm$0,5.65$\pm$2.7,7.52$\pm$2.8,0.0129$\pm$0.0092,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Household textiles to Indoor air (MP),0$\pm$0,0.0274$\pm$0.029,3.91$\pm$3.5,0$\pm$0,0$\pm$0,0$\pm$0,11.9$\pm$10,15.8$\pm$13,0.0274$\pm$0.029,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Air (MP),0$\pm$0,0.00136$\pm$0.0012,0.195$\pm$0.15,0$\pm$0,0$\pm$0,0$\pm$0,0.597$\pm$0.44,0.793$\pm$0.56,0.00136$\pm$0.0012,0$\pm$0,0,1,1,0,0,0,1,1,1,0
Other products to Waste collection and recycling,14500$\pm$5900,14400$\pm$5900,43400$\pm$14000,18400$\pm$6200,1170$\pm$490,19900$\pm$7600,4280$\pm$2400,116000$\pm$19000,29000$\pm$8300,19.6$\pm$6.2,10,10,10,10,8,10,8,10,10,10
Other products to Storm water and wastewater (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,11.2$\pm$6.5,0$\pm$0,11.2$\pm$6.5,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Dumping,12.2$\pm$6.9,12.1$\pm$6.6,34.7$\pm$17,15.9$\pm$7,0.987$\pm$0.53,16.8$\pm$8,3.25$\pm$2.4,95.9$\pm$22,24.3$\pm$9.6,0.0169$\pm$0.007,4,4,4,4,1,4,2,4,4,4
Other products to Organic waste collection,7.3$\pm$3.6,17.2$\pm$8.6,19.8$\pm$10,13.7$\pm$6.9,3$\pm$1.5,12.7$\pm$6.3,0.614$\pm$0.31,74.4$\pm$17,24.6$\pm$9.3,0.0167$\pm$0.0071,2,4,4,4,2,4,1,4,4,4
Other products to Soil (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,7.44$\pm$4.3,0$\pm$0,7.44$\pm$4.3,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Soil,0.55$\pm$0.34,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.55$\pm$0.34,0.55$\pm$0.34,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Other products to Indoor air (MP),1.38$\pm$0.85,3.24$\pm$2,3.75$\pm$2.3,2.6$\pm$1.6,0.562$\pm$0.35,6.14$\pm$3.4,0.116$\pm$0.072,17.8$\pm$5,4.61$\pm$2.2,0.00316$\pm$0.0016,2,2,2,2,1,2,1,4,2,2
Other products to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,7.51$\pm$4.9,0$\pm$0,7.51$\pm$4.9,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Export,17.1$\pm$22,16.3$\pm$21,608$\pm$770,347$\pm$440,0$\pm$0,141$\pm$180,0.0647$\pm$0.081,1130$\pm$910,33.4$\pm$30,0.347$\pm$0.44,4,4,6,6,0,6,1,8,4,6
Other products to Fresh water,0.0885$\pm$0.058,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0885$\pm$0.058,0.0885$\pm$0.058,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Fishing gear to Waste collection and recycling,62$\pm$8.3,62$\pm$8.3,27.1$\pm$3.6,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,151$\pm$12,124$\pm$12,0$\pm$0,4,4,4,0,0,0,0,6,6,0
Fishing gear to Fresh water (MP),0.0354$\pm$0.0097,0.0354$\pm$0.0097,0.0155$\pm$0.0042,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0864$\pm$0.014,0.0709$\pm$0.014,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fishing gear to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
