Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Agriculture to Organic waste collection,632$\pm$240,30.6$\pm$12,284$\pm$100,0.242$\pm$0.12,0$\pm$0,4.68$\pm$2.1,26.7$\pm$13,978$\pm$260,662$\pm$240,0.000242$\pm$0.00012,6,4,6,1,0,2,4,6,6,1
Agriculture to Soil (MP),383$\pm$190,8.61$\pm$7.1,62.7$\pm$51,0.0387$\pm$0.024,0$\pm$0,2.69$\pm$1.3,10.6$\pm$8.6,468$\pm$200,392$\pm$190,0.0000387$\pm$0.000024,6,2,4,1,0,2,4,6,6,1
Agriculture to Soil,46$\pm$24,19.3$\pm$12,11.1$\pm$4.7,0.794$\pm$0.55,0$\pm$0,7.29$\pm$4.5,0.529$\pm$0.37,85.1$\pm$27,65.3$\pm$27,0.000794$\pm$0.00055,4,4,4,1,0,2,1,4,4,1
Hygiene products to Waste collection and recycling,0$\pm$0,616$\pm$420,852$\pm$550,0$\pm$0,0$\pm$0,0$\pm$0,1300$\pm$770,2770$\pm$1200,616$\pm$420,0$\pm$0,0,6,6,0,0,0,8,8,6,0
Hygiene products to Storm water and wastewater,0$\pm$0,350$\pm$240,370$\pm$250,0$\pm$0,0$\pm$0,0$\pm$0,343$\pm$260,1060$\pm$490,350$\pm$240,0$\pm$0,0,6,6,0,0,0,6,8,6,0
Hygiene products to Dumping,0$\pm$0,0.483$\pm$0.34,0.61$\pm$0.43,0$\pm$0,0$\pm$0,0$\pm$0,0.818$\pm$0.53,1.91$\pm$0.85,0.483$\pm$0.34,0$\pm$0,0,1,1,0,0,0,1,2,1,0
PCCP to Waste collection and recycling,0$\pm$0,0.445$\pm$0.36,0.00107$\pm$0.00088,0$\pm$0,0$\pm$0,0$\pm$0,0.00233$\pm$0.0019,0.449$\pm$0.36,0.445$\pm$0.36,0$\pm$0,0,1,1,0,0,0,1,1,1,0
PCCP to Storm water and wastewater (MP),0$\pm$0,8.46$\pm$5.5,0.0203$\pm$0.013,0$\pm$0,0$\pm$0,0$\pm$0,0.0446$\pm$0.029,8.53$\pm$5.5,8.46$\pm$5.5,0$\pm$0,0,2,1,0,0,0,1,2,2,0
Clothing to Waste collection and recycling,0$\pm$0,323$\pm$210,7020$\pm$3200,0$\pm$0,0$\pm$0,0$\pm$0,36700$\pm$13000,44100$\pm$13000,323$\pm$210,0$\pm$0,0,6,8,0,0,0,10,10,6,0
Clothing to Storm water and wastewater (MP),0$\pm$0,2.51$\pm$1.6,54.5$\pm$25,0$\pm$0,0$\pm$0,0$\pm$0,285$\pm$100,342$\pm$110,2.51$\pm$1.6,0$\pm$0,0,2,4,0,0,0,6,6,2,0
Clothing to Dumping,0$\pm$0,0.162$\pm$0.13,3.51$\pm$2.1,0$\pm$0,0$\pm$0,0$\pm$0,18.4$\pm$9.4,22$\pm$9.6,0.162$\pm$0.13,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Clothing to Indoor air (MP),0$\pm$0,0.9$\pm$1,20.1$\pm$19,0$\pm$0,0$\pm$0,0$\pm$0,106$\pm$94,127$\pm$110,0.9$\pm$1,0$\pm$0,0,1,4,0,0,0,6,6,1,0
Clothing to Air (MP),0$\pm$0,0.385$\pm$0.36,8.38$\pm$6.6,0$\pm$0,0$\pm$0,0$\pm$0,44$\pm$32,52.8$\pm$36,0.385$\pm$0.36,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Waste collection and recycling,0$\pm$0,45.3$\pm$20,5410$\pm$1800,0$\pm$0,0$\pm$0,0$\pm$0,16800$\pm$5200,22200$\pm$5500,45.3$\pm$20,0$\pm$0,0,4,8,0,0,0,10,10,4,0
Household textiles to Storm water and wastewater (MP),0$\pm$0,0.0282$\pm$0.013,3.37$\pm$1.2,0$\pm$0,0$\pm$0,0$\pm$0,10.4$\pm$3.4,13.8$\pm$3.7,0.0282$\pm$0.013,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Dumping,0$\pm$0,0.0228$\pm$0.015,2.72$\pm$1.4,0$\pm$0,0$\pm$0,0$\pm$0,8.37$\pm$3.9,11.1$\pm$4.2,0.0228$\pm$0.015,0$\pm$0,0,1,2,0,0,0,2,4,1,0
Household textiles to Indoor air (MP),0$\pm$0,0.08$\pm$0.078,9.6$\pm$8.6,0$\pm$0,0$\pm$0,0$\pm$0,29.9$\pm$27,39.5$\pm$34,0.08$\pm$0.078,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Air (MP),0$\pm$0,0.00398$\pm$0.0033,0.477$\pm$0.36,0$\pm$0,0$\pm$0,0$\pm$0,1.48$\pm$1.1,1.96$\pm$1.4,0.00398$\pm$0.0033,0$\pm$0,0,1,1,0,0,0,2,2,1,0
Other products to Waste collection and recycling,35800$\pm$15000,35600$\pm$14000,107000$\pm$35000,44700$\pm$15000,2900$\pm$1200,48900$\pm$19000,11400$\pm$6200,286000$\pm$48000,71400$\pm$21000,47.6$\pm$15,10,10,10,10,8,10,10,10,10,10
Other products to Storm water and wastewater (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,27.5$\pm$16,0$\pm$0,27.5$\pm$16,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Dumping,18$\pm$10,17.8$\pm$9.6,51$\pm$24,23.2$\pm$10,1.46$\pm$0.79,24.8$\pm$12,4.95$\pm$3.6,141$\pm$32,35.8$\pm$14,0.0247$\pm$0.01,4,4,4,4,2,4,2,6,4,4
Other products to Organic waste collection,21.2$\pm$11,50.4$\pm$25,57.9$\pm$29,40.3$\pm$20,8.73$\pm$4.4,36.8$\pm$18,1.81$\pm$0.9,217$\pm$49,71.6$\pm$27,0.049$\pm$0.021,4,4,4,4,2,4,2,6,4,4
Other products to Soil (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,18.5$\pm$11,0$\pm$0,18.5$\pm$11,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Soil,1.36$\pm$0.85,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1.36$\pm$0.85,1.36$\pm$0.85,0$\pm$0,2,0,0,0,0,0,0,2,2,0
Other products to Indoor air (MP),3.41$\pm$2.1,8.08$\pm$5,9.27$\pm$5.7,6.41$\pm$4,1.39$\pm$0.86,15.1$\pm$8.3,0.291$\pm$0.18,44$\pm$12,11.5$\pm$5.4,0.0078$\pm$0.0041,2,2,2,2,2,4,1,4,4,2
Other products to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,18.5$\pm$12,0$\pm$0,18.5$\pm$12,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Export,82.8$\pm$75,75.7$\pm$69,2810$\pm$2600,1660$\pm$1500,0$\pm$0,661$\pm$600,0.301$\pm$0.28,5290$\pm$3100,159$\pm$100,1.66$\pm$1.5,4,4,8,8,0,6,1,8,6,8
Other products to Fresh water,0.221$\pm$0.14,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.221$\pm$0.14,0.221$\pm$0.14,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Fishing gear to Waste collection and recycling,853$\pm$140,853$\pm$140,383$\pm$63,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,2090$\pm$210,1710$\pm$200,0$\pm$0,6,6,6,0,0,0,0,8,8,0
Fishing gear to Fresh water (MP),0.0152$\pm$0.0056,0.0152$\pm$0.0056,0.00664$\pm$0.0025,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.037$\pm$0.0083,0.0304$\pm$0.0079,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,37.5$\pm$20,37.1$\pm$20,6.44$\pm$1.6,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,81$\pm$28,74.5$\pm$28,0$\pm$0,4,4,2,0,0,0,0,4,4,0
Fishing gear to Coastal and ocean water (MP),5.84$\pm$1.6,5.82$\pm$1.6,2.56$\pm$0.7,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,14.2$\pm$2.4,11.7$\pm$2.3,0$\pm$0,2,2,2,0,0,0,0,4,4,0
Waste collection and recycling to Storm water and wastewater (MP),45.1$\pm$20,116$\pm$50,456$\pm$210,20$\pm$8.8,0.173$\pm$0.078,141$\pm$64,6.72$\pm$3.2,785$\pm$220,161$\pm$54,0.0201$\pm$0.0088,4,6,6,4,1,6,2,6,6,4
Waste collection and recycling to Litter,484$\pm$270,1360$\pm$1000,724$\pm$470,0$\pm$0,1460$\pm$1100,2750$\pm$2100,169$\pm$130,6940$\pm$2700,1840$\pm$1100,1.46$\pm$1.1,6,8,6,0,8,8,6,8,8,8
Waste collection and recycling to Soil (MP),6.22$\pm$3.3,9.04$\pm$4.8,33.6$\pm$19,1.56$\pm$0.85,1$\pm$1,9.68$\pm$6,2.04$\pm$0.85,63.4$\pm$21,15.3$\pm$5.8,0.00281$\pm$0.0013,2,2,4,2,2,2,2,4,4,2
Waste collection and recycling to Soil,14.7$\pm$7.1,16.6$\pm$8.5,27$\pm$13,7.53$\pm$3.9,1.52$\pm$0.77,5.99$\pm$3.1,21.8$\pm$9.7,95.2$\pm$20,31.3$\pm$11,0.00905$\pm$0.0039,4,4,4,2,2,2,4,4,4,2
Waste collection and recycling to Air (MP),2.74$\pm$1.8,6.91$\pm$4.6,28.4$\pm$19,1.24$\pm$0.82,0$\pm$0,9.08$\pm$6,0.00111$\pm$0.00074,48.4$\pm$20,9.65$\pm$5,0.00124$\pm$0.00082,2,2,4,2,0,2,1,4,2,2
Waste collection and recycling to Landfill,3.4$\pm$1.6,8.69$\pm$4.2,35.7$\pm$17,1.54$\pm$0.74,0$\pm$0,11.3$\pm$5.4,0.00138$\pm$0.00067,60.6$\pm$18,12.1$\pm$4.5,0.00154$\pm$0.00074,2,2,4,2,0,4,1,4,4,2
Waste collection and recycling to Reuse,48000$\pm$22000,32100$\pm$11000,66100$\pm$18000,5560$\pm$2500,14600$\pm$8400,12100$\pm$6000,49600$\pm$16000,228000$\pm$36000,80100$\pm$24000,20.2$\pm$8.8,10,10,10,8,10,10,10,10,10,10
Waste collection and recycling to End-of-life,173000$\pm$46000,229000$\pm$58000,346000$\pm$74000,83900$\pm$22000,91000$\pm$32000,206000$\pm$60000,199000$\pm$55000,1330000$\pm$140000,402000$\pm$75000,175$\pm$38,10,10,10,10,10,10,10,10,10,10
Storm water and wastewater to Waste collection and recycling,7.98$\pm$8.3,232$\pm$190,245$\pm$200,2.33$\pm$2.4,0.645$\pm$0.72,0.756$\pm$0.84,238$\pm$210,727$\pm$370,240$\pm$190,0.00297$\pm$0.0025,2,6,6,2,1,1,6,6,6,2
Storm water and wastewater to Compost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to Fresh water,4.89$\pm$4.6,8.32$\pm$5.7,9.49$\pm$6.4,1.44$\pm$1.3,0.397$\pm$0.4,0.469$\pm$0.47,15.2$\pm$13,40.2$\pm$16,13.2$\pm$7.3,0.00183$\pm$0.0014,2,2,2,2,1,1,4,4,4,2
Storm water and wastewater to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to Landfill,0.0272$\pm$0.038,0.786$\pm$0.89,0.841$\pm$0.95,0.00807$\pm$0.011,0.00219$\pm$0.0031,0.00266$\pm$0.0039,0.814$\pm$0.96,2.48$\pm$1.7,0.813$\pm$0.89,0.0000103$\pm$0.000011,1,1,1,1,1,1,1,2,1,1
Storm water and wastewater to End-of-life,4.43$\pm$5.8,129$\pm$140,138$\pm$150,1.32$\pm$1.7,0.358$\pm$0.48,0.434$\pm$0.6,133$\pm$150,406$\pm$260,133$\pm$140,0.00168$\pm$0.0018,2,6,6,2,1,1,6,6,6,2
Storm water and wastewater to Sludge amended soil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Compost (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Soil (MP),9.74$\pm$5.2,16.8$\pm$10,62.7$\pm$44,2.39$\pm$1.8,1.76$\pm$1.3,17.9$\pm$14,36.4$\pm$25,148$\pm$53,26.5$\pm$12,0.00414$\pm$0.0022,2,4,4,2,2,4,4,6,4,2
Storm water and wastewater (MP) to Fresh water (MP),3.51$\pm$2.1,5.47$\pm$3.6,19.6$\pm$15,0.749$\pm$0.55,0.728$\pm$0.58,8.27$\pm$5.2,11.2$\pm$8.5,49.6$\pm$18,8.98$\pm$4.1,0.00148$\pm$0.0008,2,2,4,1,1,2,4,4,2,2
Storm water and wastewater (MP) to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Landfill,0.279$\pm$0.13,0.675$\pm$0.33,2.84$\pm$1.4,0.107$\pm$0.055,0.019$\pm$0.014,0.893$\pm$0.43,1.68$\pm$0.74,6.49$\pm$1.6,0.954$\pm$0.35,0.000126$\pm$0.000057,1,1,2,1,1,1,2,2,1,1
Storm water and wastewater (MP) to End-of-life,45.6$\pm$18,111$\pm$44,465$\pm$180,17.5$\pm$7.7,3.11$\pm$2,146$\pm$57,276$\pm$96,1060$\pm$220,156$\pm$48,0.0206$\pm$0.0079,4,6,6,4,2,6,6,8,6,4
Storm water and wastewater (MP) to Sludge amended soil (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On-the-go consumption to Waste collection and recycling,2730$\pm$1700,5080$\pm$2700,10200$\pm$5700,1530$\pm$880,0$\pm$0,1210$\pm$650,27500$\pm$16000,48200$\pm$17000,7810$\pm$3200,1.53$\pm$0.88,8,8,10,8,0,8,10,10,8,8
On-the-go consumption to Litter,478$\pm$350,880$\pm$570,1760$\pm$1200,263$\pm$180,0$\pm$0,209$\pm$140,4810$\pm$3400,8390$\pm$3700,1360$\pm$670,0.263$\pm$0.18,6,6,8,6,0,6,8,8,8,6
Litter to Waste collection and recycling,1860$\pm$1000,2780$\pm$1300,2900$\pm$1400,495$\pm$290,1160$\pm$850,2170$\pm$1600,4980$\pm$3300,16300$\pm$4300,4640$\pm$1700,1.65$\pm$0.9,8,8,8,6,8,8,8,10,8,8
Litter to Storm water and wastewater,17.3$\pm$15,19.4$\pm$16,23.2$\pm$19,5.1$\pm$4.4,1.4$\pm$1.3,1.66$\pm$1.6,44.2$\pm$44,112$\pm$52,36.7$\pm$22,0.0065$\pm$0.0046,4,4,4,2,2,2,4,6,4,2
Litter to Soil,239$\pm$150,544$\pm$410,491$\pm$320,51.7$\pm$38,420$\pm$400,825$\pm$760,715$\pm$620,3290$\pm$1200,783$\pm$440,0.472$\pm$0.4,6,6,6,4,6,6,6,8,6,6
Litter to Fresh water,0.828$\pm$0.72,0.941$\pm$0.77,1.14$\pm$0.91,0.252$\pm$0.21,0.0666$\pm$0.063,0.0891$\pm$0.08,2.16$\pm$2,5.48$\pm$2.5,2$\pm$1,0.000319$\pm$0.00022,1,1,2,1,1,1,2,2,2,1
Litter to Coastal and ocean water,1.04$\pm$0.87,1.22$\pm$0.93,1.58$\pm$1.2,0.333$\pm$0.25,0.0781$\pm$0.074,0.133$\pm$0.11,3.22$\pm$2.9,7.6$\pm$3.3,2.26$\pm$1.3,0.000411$\pm$0.00026,2,2,2,1,1,1,2,2,2,1
Dumping to Litter,74.3$\pm$28,84.5$\pm$34,142$\pm$47,43.1$\pm$15,6.33$\pm$2.7,30.9$\pm$12,109$\pm$41,491$\pm$79,159$\pm$44,0.0494$\pm$0.015,4,4,6,4,2,4,6,6,6,4
Unintended C&D waste to Waste collection and recycling,269$\pm$210,9.05$\pm$7,0$\pm$0,0$\pm$0,1470$\pm$1100,787$\pm$540,0$\pm$0,2530$\pm$1300,278$\pm$210,1.47$\pm$1.1,6,2,0,0,8,6,0,8,6,8
Unintended C&D waste to Soil,3.98$\pm$3.8,0.135$\pm$0.13,0$\pm$0,0$\pm$0,18.2$\pm$16,11.7$\pm$10,0$\pm$0,34$\pm$19,4.12$\pm$3.8,0.0182$\pm$0.016,2,1,0,0,4,4,0,4,2,4
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,2.19$\pm$2.1,0$\pm$0,0$\pm$0,2.19$\pm$2.1,0$\pm$0,0.00219$\pm$0.0021,0,0,0,0,2,0,0,2,0,2
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1.35$\pm$1.3,0$\pm$0,0$\pm$0,1.35$\pm$1.3,0$\pm$0,0.00135$\pm$0.0013,0,0,0,0,2,0,0,2,0,2
Indoor air to Waste collection and recycling,1.73$\pm$1.4,4.64$\pm$3.4,19.8$\pm$15,3.27$\pm$2.6,0.705$\pm$0.56,24.9$\pm$16,68.8$\pm$62,124$\pm$72,6.36$\pm$3.7,0.00397$\pm$0.0027,2,2,4,2,1,4,4,6,2,2
Indoor air to Storm water and wastewater (MP),0.309$\pm$0.27,0.822$\pm$0.67,3.53$\pm$2.8,0.577$\pm$0.51,0.125$\pm$0.11,4.45$\pm$3.2,12.2$\pm$12,22$\pm$14,1.13$\pm$0.72,0.000703$\pm$0.00052,1,1,2,1,1,2,4,4,2,1
Indoor air to Air (MP),1.37$\pm$1.3,3.63$\pm$3.3,15.6$\pm$14,2.56$\pm$2.5,0.561$\pm$0.53,19.6$\pm$16,54.8$\pm$58,98.2$\pm$66,5$\pm$3.5,0.00312$\pm$0.0025,2,2,4,2,1,4,4,4,2,2
Air to Soil (MP),3.38$\pm$1.9,9.01$\pm$4.8,43.6$\pm$22,3.13$\pm$2.2,6.69$\pm$3,38.8$\pm$19,82.7$\pm$65,187$\pm$77,12.4$\pm$5.1,0.00983$\pm$0.0037,2,2,4,2,2,4,4,6,4,2
Air to Fresh water (MP),0.439$\pm$0.35,1.17$\pm$0.9,5.63$\pm$4.2,0.408$\pm$0.37,0.865$\pm$0.6,5.03$\pm$3.7,10.7$\pm$11,24.2$\pm$13,1.6$\pm$0.97,0.00127$\pm$0.00071,1,2,2,1,1,2,4,4,2,2
Air to Coastal and ocean water (MP),0.284$\pm$0.24,0.759$\pm$0.63,3.67$\pm$2.9,0.262$\pm$0.26,0.56$\pm$0.43,3.25$\pm$2.6,7.01$\pm$7.5,15.8$\pm$8.8,1.04$\pm$0.68,0.000822$\pm$0.00051,1,1,2,1,1,2,2,4,2,1
Organic waste collection to Compost,10.3$\pm$7,6.15$\pm$4.4,13.9$\pm$9.9,1.65$\pm$1.2,0.224$\pm$0.16,1.41$\pm$0.97,5.65$\pm$4.1,39.3$\pm$14,16.5$\pm$8.3,0.00188$\pm$0.0012,4,2,4,2,1,2,2,4,4,2
Organic waste collection to Compost (MP),8.74$\pm$6.2,5.19$\pm$3.9,11.8$\pm$8.8,1$\pm$1,0.187$\pm$0.14,1.17$\pm$0.85,4.81$\pm$3.7,33.2$\pm$12,13.9$\pm$7.3,0.00157$\pm$0.001,2,2,4,2,1,2,2,4,4,2
Organic waste collection to End-of-life,1610$\pm$580,956$\pm$390,2160$\pm$910,256$\pm$100,34.7$\pm$14,218$\pm$84,884$\pm$390,6110$\pm$1200,2560$\pm$700,0.29$\pm$0.1,8,6,8,6,4,6,6,8,8,6
Compost to Soil,10.3$\pm$7,6.15$\pm$4.4,13.9$\pm$9.9,1.65$\pm$1.2,0.224$\pm$0.16,1.41$\pm$0.97,5.65$\pm$4.1,39.3$\pm$14,16.5$\pm$8.3,0.00188$\pm$0.0012,4,2,4,2,1,2,2,4,4,2
Compost (MP) to Soil (MP),8.74$\pm$6.2,5.19$\pm$3.9,11.8$\pm$8.8,1$\pm$1,0.187$\pm$0.14,1.17$\pm$0.85,4.81$\pm$3.7,33.2$\pm$12,13.9$\pm$7.3,0.00157$\pm$0.001,2,2,4,2,1,2,2,4,4,2
Total to Soil (MP),519$\pm$200,91.9$\pm$25,321$\pm$95,12.9$\pm$4.9,52.4$\pm$19,98$\pm$33,148$\pm$77,1240$\pm$240,611$\pm$200,0.0653$\pm$0.02,6,4,6,4,4,4,6,8,6,4
Total to Fresh water (MP),5.01$\pm$2.2,7.06$\pm$3.8,26.2$\pm$16,1.17$\pm$0.69,2$\pm$0.84,13.3$\pm$6.8,21.9$\pm$14,76.6$\pm$23,12.1$\pm$4.4,0.00317$\pm$0.0011,2,2,4,2,2,4,4,4,4,2
