Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Agriculture to Soil,16.1$\pm$8.4,6.7$\pm$4,3.88$\pm$1.7,0.281$\pm$0.19,0$\pm$0,2.56$\pm$1.5,0.186$\pm$0.13,29.7$\pm$9.5,22.8$\pm$9.3,0.000281$\pm$0.00019,4,2,2,1,0,2,1,4,4,1
Hygiene products to Waste collection and recycling,0$\pm$0,205$\pm$140,284$\pm$180,0$\pm$0,0$\pm$0,0$\pm$0,447$\pm$270,936$\pm$400,205$\pm$140,0$\pm$0,0,6,6,0,0,0,6,6,6,0
Hygiene products to Storm water and wastewater,0$\pm$0,117$\pm$82,123$\pm$85,0$\pm$0,0$\pm$0,0$\pm$0,115$\pm$88,355$\pm$160,117$\pm$82,0$\pm$0,0,6,6,0,0,0,6,6,6,0
Hygiene products to Dumping,0$\pm$0,0.139$\pm$0.099,0.176$\pm$0.13,0$\pm$0,0$\pm$0,0$\pm$0,0.244$\pm$0.16,0.559$\pm$0.25,0.139$\pm$0.099,0$\pm$0,0,1,1,0,0,0,1,1,1,0
PCCP to Waste collection and recycling,0$\pm$0,0.157$\pm$0.13,0.000372$\pm$0.0003,0$\pm$0,0$\pm$0,0$\pm$0,0.00081$\pm$0.00066,0.159$\pm$0.13,0.157$\pm$0.13,0$\pm$0,0,1,1,0,0,0,1,1,1,0
PCCP to Storm water and wastewater (MP),0$\pm$0,2.99$\pm$1.9,0.0071$\pm$0.0046,0$\pm$0,0$\pm$0,0$\pm$0,0.0153$\pm$0.0098,3.01$\pm$1.9,2.99$\pm$1.9,0$\pm$0,0,2,1,0,0,0,1,2,2,0
Clothing to Waste collection and recycling,0$\pm$0,115$\pm$73,2470$\pm$1100,0$\pm$0,0$\pm$0,0$\pm$0,13000$\pm$4500,15500$\pm$4700,115$\pm$73,0$\pm$0,0,6,8,0,0,0,10,10,6,0
Clothing to Storm water and wastewater (MP),0$\pm$0,0.894$\pm$0.57,19.2$\pm$8.9,0$\pm$0,0$\pm$0,0$\pm$0,101$\pm$37,121$\pm$38,0.894$\pm$0.57,0$\pm$0,0,1,4,0,0,0,6,6,1,0
Clothing to Dumping,0$\pm$0,0.0493$\pm$0.041,1.07$\pm$0.65,0$\pm$0,0$\pm$0,0$\pm$0,5.6$\pm$2.9,6.72$\pm$2.9,0.0493$\pm$0.041,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Clothing to Indoor air (MP),0$\pm$0,0.328$\pm$0.35,7.1$\pm$6.7,0$\pm$0,0$\pm$0,0$\pm$0,37.3$\pm$33,44.7$\pm$38,0.328$\pm$0.35,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Clothing to Air (MP),0$\pm$0,0.138$\pm$0.13,2.96$\pm$2.4,0$\pm$0,0$\pm$0,0$\pm$0,15.6$\pm$11,18.7$\pm$13,0.138$\pm$0.13,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Waste collection and recycling,0$\pm$0,16$\pm$7.1,1910$\pm$640,0$\pm$0,0$\pm$0,0$\pm$0,5840$\pm$1800,7770$\pm$1900,16$\pm$7.1,0$\pm$0,0,4,8,0,0,0,8,8,4,0
Household textiles to Storm water and wastewater (MP),0$\pm$0,0.00998$\pm$0.0045,1.19$\pm$0.41,0$\pm$0,0$\pm$0,0$\pm$0,3.63$\pm$1.2,4.83$\pm$1.3,0.00998$\pm$0.0045,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Household textiles to Dumping,0$\pm$0,0.00691$\pm$0.0044,0.823$\pm$0.42,0$\pm$0,0$\pm$0,0$\pm$0,2.54$\pm$1.2,3.37$\pm$1.3,0.00691$\pm$0.0044,0$\pm$0,0,1,1,0,0,0,2,2,1,0
Household textiles to Indoor air (MP),0$\pm$0,0.0285$\pm$0.028,3.39$\pm$3,0$\pm$0,0$\pm$0,0$\pm$0,10.4$\pm$9.1,13.8$\pm$12,0.0285$\pm$0.028,0$\pm$0,0,1,2,0,0,0,4,4,1,0
Household textiles to Air (MP),0$\pm$0,0.00142$\pm$0.0012,0.169$\pm$0.13,0$\pm$0,0$\pm$0,0$\pm$0,0.518$\pm$0.38,0.689$\pm$0.48,0.00142$\pm$0.0012,0$\pm$0,0,1,1,0,0,0,1,1,1,0
Other products to Waste collection and recycling,12500$\pm$5200,12400$\pm$5100,35100$\pm$12000,14300$\pm$5100,1000$\pm$420,16500$\pm$6500,3980$\pm$2200,95800$\pm$16000,24900$\pm$7300,15.3$\pm$5.1,10,10,10,10,8,10,8,10,10,10
Other products to Storm water and wastewater (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,9.7$\pm$5.5,0$\pm$0,9.7$\pm$5.5,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Dumping,5.44$\pm$3.1,5.4$\pm$2.9,15.5$\pm$7.3,7.07$\pm$3.1,0.436$\pm$0.23,7.5$\pm$3.5,1.48$\pm$1.1,42.8$\pm$9.7,10.8$\pm$4.3,0.0075$\pm$0.0032,2,2,4,2,1,2,2,4,4,2
Other products to Organic waste collection,17.5$\pm$8.8,41.6$\pm$21,47.8$\pm$24,33.2$\pm$17,7.18$\pm$3.6,30.1$\pm$15,1.46$\pm$0.74,179$\pm$40,59.1$\pm$23,0.0404$\pm$0.017,4,4,4,4,2,4,2,6,4,4
Other products to Soil (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,6.46$\pm$3.7,0$\pm$0,6.46$\pm$3.7,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Soil,0.481$\pm$0.3,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.481$\pm$0.3,0.481$\pm$0.3,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Other products to Indoor air (MP),1.19$\pm$0.73,2.84$\pm$1.8,3.26$\pm$2,2.27$\pm$1.4,0.484$\pm$0.3,5.27$\pm$2.9,0.1$\pm$0.062,15.4$\pm$4.3,4.03$\pm$1.9,0.00276$\pm$0.0014,2,2,2,2,1,2,1,4,2,2
Other products to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,6.47$\pm$4.2,0$\pm$0,6.47$\pm$4.2,0$\pm$0,0$\pm$0,0,0,0,0,0,2,0,2,0,0
Other products to Export,96.7$\pm$44,90.2$\pm$41,3350$\pm$1500,1940$\pm$870,0$\pm$0,774$\pm$350,0.352$\pm$0.16,6250$\pm$1800,187$\pm$59,1.94$\pm$0.87,4,4,8,8,0,6,1,8,6,8
Other products to Fresh water,0.0778$\pm$0.051,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0778$\pm$0.051,0.0778$\pm$0.051,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Fishing gear to Waste collection and recycling,1890$\pm$340,1880$\pm$330,850$\pm$150,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,4620$\pm$500,3770$\pm$470,0$\pm$0,8,8,6,0,0,0,0,8,8,0
Fishing gear to Fresh water (MP),0.000465$\pm$0.00017,0.000462$\pm$0.00017,0.000203$\pm$0.000075,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.00113$\pm$0.00025,0.000927$\pm$0.00024,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,88.4$\pm$48,88.6$\pm$48,15.4$\pm$3.7,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,192$\pm$67,177$\pm$67,0$\pm$0,4,4,4,0,0,0,0,6,6,0
Fishing gear to Coastal and ocean water (MP),13.9$\pm$3.9,13.9$\pm$3.8,6.11$\pm$1.7,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,33.9$\pm$5.7,27.8$\pm$5.4,0$\pm$0,4,4,2,0,0,0,0,4,4,0
Waste collection and recycling to Storm water and wastewater (MP),21.1$\pm$9.3,54.5$\pm$24,217$\pm$97,9.48$\pm$4.2,0.0276$\pm$0.013,67.9$\pm$31,1.22$\pm$0.54,371$\pm$100,75.5$\pm$26,0.00951$\pm$0.0042,4,4,6,2,1,4,2,6,4,2
Waste collection and recycling to Litter,137$\pm$74,375$\pm$280,203$\pm$130,0$\pm$0,415$\pm$320,777$\pm$600,48.9$\pm$38,1960$\pm$760,512$\pm$290,0.415$\pm$0.32,6,6,6,0,6,6,4,8,6,6
Waste collection and recycling to Soil (MP),1.56$\pm$0.9,3.84$\pm$2.3,14.2$\pm$9,0.707$\pm$0.4,0.0968$\pm$0.095,4.53$\pm$2.8,0.569$\pm$0.26,25.5$\pm$9.8,5.4$\pm$2.4,0.000804$\pm$0.00042,2,2,4,1,1,2,1,4,2,1
Waste collection and recycling to Soil,5.11$\pm$2.5,5.89$\pm$3.1,9.25$\pm$4.6,2.61$\pm$1.3,0.513$\pm$0.26,2.07$\pm$1.1,7.54$\pm$3.6,33$\pm$7.3,11$\pm$4,0.00312$\pm$0.0014,2,2,2,2,1,2,2,4,4,2
Waste collection and recycling to Air (MP),1.32$\pm$0.87,3.37$\pm$2.2,13.7$\pm$9.1,0.603$\pm$0.39,0$\pm$0,4.35$\pm$2.8,0.000534$\pm$0.00035,23.4$\pm$9.8,4.69$\pm$2.4,0.000603$\pm$0.00039,2,2,4,1,0,2,1,4,2,1
Waste collection and recycling to Landfill,1840$\pm$620,2320$\pm$740,3540$\pm$1100,928$\pm$310,170$\pm$60,723$\pm$260,2500$\pm$820,12000$\pm$1700,4160$\pm$970,1.1$\pm$0.32,8,8,8,6,6,6,8,10,8,8
Waste collection and recycling to Reuse,5340$\pm$1900,7590$\pm$2700,12800$\pm$4000,1590$\pm$870,1190$\pm$850,4390$\pm$2200,10600$\pm$3100,43500$\pm$6500,12900$\pm$3300,2.78$\pm$1.2,8,8,10,8,8,8,10,10,10,8
Waste collection and recycling to End-of-life,58400$\pm$15000,81400$\pm$20000,117000$\pm$25000,27500$\pm$7400,30600$\pm$11000,71900$\pm$21000,73800$\pm$21000,460000$\pm$48000,140000$\pm$25000,58.1$\pm$13,10,10,10,10,10,10,10,10,10,10
Storm water and wastewater to Waste collection and recycling,1.33$\pm$1.4,75.8$\pm$63,79.1$\pm$65,0.407$\pm$0.41,0.101$\pm$0.11,0.152$\pm$0.18,76.7$\pm$68,234$\pm$120,77.1$\pm$63,0.000508$\pm$0.00043,2,4,4,1,1,1,4,6,4,1
Storm water and wastewater to Compost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to Fresh water,2.12$\pm$1.9,3.38$\pm$2.3,4.01$\pm$2.7,0.645$\pm$0.56,0.161$\pm$0.16,0.241$\pm$0.25,6.85$\pm$6.1,17.4$\pm$7.4,5.5$\pm$3,0.000806$\pm$0.00058,2,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to Landfill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to End-of-life,0.0897$\pm$0.12,5.07$\pm$5.9,5.43$\pm$6.1,0.027$\pm$0.036,0.00666$\pm$0.0096,0.00999$\pm$0.015,5.12$\pm$6,15.8$\pm$11,5.16$\pm$5.9,0.0000337$\pm$0.000037,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Sludge amended soil,0.669$\pm$0.86,37.7$\pm$42,40.4$\pm$43,0.201$\pm$0.26,0.0494$\pm$0.068,0.0746$\pm$0.11,37.8$\pm$42,117$\pm$77,38.3$\pm$42,0.000251$\pm$0.00027,1,4,4,1,1,1,4,6,4,1
Storm water and wastewater (MP) to Compost (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Soil (MP),2.42$\pm$1.8,6.69$\pm$4.8,26.2$\pm$20,1.08$\pm$0.82,0.0207$\pm$0.012,8.32$\pm$6.3,12.5$\pm$8.8,57.2$\pm$23,9.11$\pm$5.1,0.0011$\pm$0.00082,2,2,4,2,1,2,4,4,2,2
Storm water and wastewater (MP) to Fresh water (MP),1.09$\pm$1.1,3.05$\pm$3,11.6$\pm$11,0.492$\pm$0.49,0.00928$\pm$0.0062,5.43$\pm$4,5.72$\pm$5.6,27.4$\pm$14,4.14$\pm$3.2,0.000501$\pm$0.00049,2,2,4,1,1,2,2,4,2,1
Storm water and wastewater (MP) to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Landfill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to End-of-life,2.12$\pm$1.1,5.83$\pm$2.9,24$\pm$12,0.967$\pm$0.5,0.00766$\pm$0.0047,7.77$\pm$3.7,11.2$\pm$4.9,51.9$\pm$14,7.95$\pm$3.1,0.000975$\pm$0.0005,2,2,4,1,1,2,4,4,2,1
Storm water and wastewater (MP) to Sludge amended soil (MP),15.8$\pm$7.1,43.5$\pm$18,178$\pm$75,7.18$\pm$3.2,0.0569$\pm$0.031,57.7$\pm$24,83.9$\pm$30,386$\pm$86,59.3$\pm$20,0.00723$\pm$0.0032,4,4,6,2,1,4,4,6,4,2
On-the-go consumption to Waste collection and recycling,961$\pm$580,1790$\pm$950,3530$\pm$1900,532$\pm$300,0$\pm$0,425$\pm$230,9560$\pm$5700,16800$\pm$6200,2750$\pm$1100,0.532$\pm$0.3,6,8,8,6,0,6,8,10,8,6
On-the-go consumption to Litter,165$\pm$120,307$\pm$200,606$\pm$400,91.1$\pm$63,0$\pm$0,73.6$\pm$48,1640$\pm$1200,2880$\pm$1300,473$\pm$230,0.0911$\pm$0.063,6,6,6,4,0,4,8,8,6,4
Litter to Waste collection and recycling,573$\pm$310,859$\pm$390,940$\pm$450,157$\pm$89,351$\pm$250,673$\pm$480,1680$\pm$1100,5230$\pm$1400,1430$\pm$500,0.508$\pm$0.27,6,6,6,6,6,6,8,8,8,6
Litter to Storm water and wastewater,4.22$\pm$3.6,4.81$\pm$4,5.97$\pm$5,1.28$\pm$1.1,0.318$\pm$0.3,0.477$\pm$0.48,11.7$\pm$12,28.8$\pm$14,9.03$\pm$5.4,0.0016$\pm$0.0011,2,2,2,2,1,1,4,4,2,2
Litter to Soil,61$\pm$37,133$\pm$94,131$\pm$85,14.9$\pm$10,96.2$\pm$93,188$\pm$170,209$\pm$180,833$\pm$300,194$\pm$100,0.111$\pm$0.093,4,6,6,4,4,6,6,6,6,6
Litter to Fresh water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litter to Coastal and ocean water,0.482$\pm$0.39,0.588$\pm$0.44,0.802$\pm$0.6,0.16$\pm$0.12,0.0335$\pm$0.032,0.0717$\pm$0.058,1.66$\pm$1.4,3.79$\pm$1.7,1.07$\pm$0.59,0.000194$\pm$0.00013,1,1,1,1,1,1,2,2,2,1
Dumping to Litter,22.6$\pm$8.3,25.7$\pm$10,43$\pm$14,13.1$\pm$4.5,1.91$\pm$0.83,9.37$\pm$3.6,32.7$\pm$12,148$\pm$24,48.3$\pm$13,0.015$\pm$0.0046,4,4,4,4,2,2,4,6,4,4
Unintended C&D waste to Waste collection and recycling,75.6$\pm$60,2.6$\pm$2,0$\pm$0,0$\pm$0,418$\pm$320,224$\pm$150,0$\pm$0,721$\pm$360,78.2$\pm$60,0.418$\pm$0.32,4,2,0,0,6,6,0,6,4,6
Unintended C&D waste to Soil,0.903$\pm$0.89,0.0313$\pm$0.03,0$\pm$0,0$\pm$0,2.62$\pm$2.2,2.68$\pm$2.3,0$\pm$0,6.23$\pm$3.4,0.934$\pm$0.89,0.00262$\pm$0.0022,1,1,0,0,2,2,0,2,1,2
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0646$\pm$0.062,0$\pm$0,0$\pm$0,0.0646$\pm$0.062,0$\pm$0,0.0000646$\pm$0.000062,0,0,0,0,1,0,0,1,0,1
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,2.33$\pm$2.2,0$\pm$0,0$\pm$0,2.33$\pm$2.2,0$\pm$0,0.00233$\pm$0.0022,0,0,0,0,2,0,0,2,0,2
Indoor air to Waste collection and recycling,0.603$\pm$0.48,1.63$\pm$1.2,7.03$\pm$5.1,1.16$\pm$0.9,0.249$\pm$0.2,8.72$\pm$5.7,24$\pm$21,43.4$\pm$25,2.23$\pm$1.3,0.00141$\pm$0.00092,1,2,2,2,1,2,4,4,2,2
Indoor air to Storm water and wastewater (MP),0.107$\pm$0.091,0.292$\pm$0.24,1$\pm$1,0.206$\pm$0.17,0.044$\pm$0.038,1.54$\pm$1.1,4.24$\pm$4,7.69$\pm$4.6,0.399$\pm$0.25,0.00025$\pm$0.00018,1,1,2,1,1,2,2,2,1,1
Indoor air to Air (MP),0.477$\pm$0.45,1.27$\pm$1.2,5.46$\pm$5.1,0.909$\pm$0.86,0.191$\pm$0.18,6.95$\pm$5.7,19.4$\pm$21,34.7$\pm$23,1.75$\pm$1.2,0.0011$\pm$0.00088,1,2,2,1,1,2,4,4,2,2
Air to Soil (MP),0.963$\pm$0.62,2.57$\pm$1.6,11.9$\pm$7.2,0.812$\pm$0.58,1.51$\pm$0.83,9.56$\pm$5.2,19$\pm$16,46.4$\pm$20,3.53$\pm$1.7,0.00232$\pm$0.001,1,2,4,1,2,2,4,4,2,2
Air to Fresh water (MP),0.0249$\pm$0.022,0.0669$\pm$0.057,0.31$\pm$0.25,0.021$\pm$0.02,0.039$\pm$0.03,0.249$\pm$0.19,0.496$\pm$0.54,1.21$\pm$0.66,0.0918$\pm$0.061,0.00006$\pm$0.000036,1,1,1,1,1,1,1,2,1,1
Air to Coastal and ocean water (MP),0.809$\pm$0.55,2.15$\pm$1.4,10.1$\pm$6.5,0.679$\pm$0.51,1.27$\pm$0.76,7.96$\pm$4.7,16$\pm$15,39$\pm$18,2.96$\pm$1.6,0.00195$\pm$0.00091,1,2,4,1,2,2,4,4,2,2
Organic waste collection to Compost,8.56$\pm$5.7,5.09$\pm$3.6,11.4$\pm$8.2,1.35$\pm$0.95,0.181$\pm$0.13,1.17$\pm$0.8,4.65$\pm$3.4,32.5$\pm$11,13.7$\pm$6.7,0.00153$\pm$0.00096,2,2,4,2,1,2,2,4,4,2
Organic waste collection to Compost (MP),7.15$\pm$5.1,4.32$\pm$3.3,9.62$\pm$7.3,1.15$\pm$0.86,0.156$\pm$0.12,0.963$\pm$0.7,3.85$\pm$2.9,27.2$\pm$9.9,11.5$\pm$6,0.0013$\pm$0.00087,2,2,2,2,1,1,2,4,4,2
Organic waste collection to End-of-life,1320$\pm$470,794$\pm$330,1770$\pm$740,211$\pm$84,28.3$\pm$11,181$\pm$70,719$\pm$320,5030$\pm$980,2110$\pm$570,0.24$\pm$0.085,8,6,8,6,4,6,6,8,8,6
Compost to Soil,8.56$\pm$5.7,5.09$\pm$3.6,11.4$\pm$8.2,1.35$\pm$0.95,0.181$\pm$0.13,1.17$\pm$0.8,4.65$\pm$3.4,32.5$\pm$11,13.7$\pm$6.7,0.00153$\pm$0.00096,2,2,4,2,1,2,2,4,4,2
Compost (MP) to Soil (MP),7.15$\pm$5.1,4.32$\pm$3.3,9.62$\pm$7.3,1.15$\pm$0.86,0.156$\pm$0.12,0.963$\pm$0.7,3.85$\pm$2.9,27.2$\pm$9.9,11.5$\pm$6,0.0013$\pm$0.00087,2,2,2,2,1,1,2,4,4,2
Total to Soil (MP),148$\pm$68,24.4$\pm$8.5,91.8$\pm$35,5.04$\pm$1.9,3.07$\pm$1.5,34$\pm$12,43.8$\pm$21,351$\pm$81,173$\pm$69,0.00812$\pm$0.0024,6,4,4,2,2,4,4,6,6,2
Total to Fresh water (MP),1.12$\pm$1.1,3.12$\pm$3,11.9$\pm$12,0.515$\pm$0.49,0.0503$\pm$0.03,5.68$\pm$4,6.22$\pm$5.7,28.6$\pm$14,4.24$\pm$3.2,0.000565$\pm$0.0005,2,2,4,1,1,2,2,4,2,1
Total to Soil,93$\pm$41,156$\pm$96,205$\pm$94,19.1$\pm$11,99.5$\pm$93,198$\pm$170,271$\pm$180,1040$\pm$310,249$\pm$100,0.119$\pm$0.094,4,6,6,4,4,6,6,8,6,6
Total to Fresh water,2.2$\pm$1.9,3.38$\pm$2.3,4.01$\pm$2.7,0.645$\pm$0.56,0.225$\pm$0.17,0.241$\pm$0.25,6.85$\pm$6.1,17.5$\pm$7.4,5.58$\pm$3,0.000871$\pm$0.00059,2,2,2,1,1,1,2,4,2,1
